,index,date,open,low,high,close,volume,symbol,vendor_name
127,127,2023-08-04 13:53:00,332.56,332.47,332.575,332.47,8764,MSFT,financial modeling prep
128,128,2023-08-04 13:52:00,332.46,332.4136,332.57,332.565,24795,MSFT,financial modeling prep
129,129,2023-08-04 13:51:00,332.65,332.2,332.6765,332.47,52177,MSFT,financial modeling prep
130,130,2023-08-04 13:50:00,332.65,332.59,332.68,332.665,10182,MSFT,financial modeling prep
131,131,2023-08-04 13:49:00,332.71,332.61,332.81,332.6572,17783,MSFT,financial modeling prep
132,132,2023-08-04 13:48:00,332.58,332.57,332.77,332.682,17318,MSFT,financial modeling prep
133,133,2023-08-04 13:47:00,332.35,332.32,332.65,332.59,34587,MSFT,financial modeling prep
134,134,2023-08-04 13:46:00,332.27,332.25,332.42,332.3584,28151,MSFT,financial modeling prep
135,135,2023-08-04 13:45:00,332.2399,332.17,332.37,332.28,30132,MSFT,financial modeling prep
136,136,2023-08-04 13:44:00,332.18,332.14,332.26,332.24,16166,MSFT,financial modeling prep
137,137,2023-08-04 13:43:00,332.17,332.11,332.21,332.165,14492,MSFT,financial modeling prep
138,138,2023-08-04 13:42:00,332.4,332.16,332.44,332.1719,29392,MSFT,financial modeling prep
139,139,2023-08-04 13:41:00,332.17,332.17,332.46,332.43,32955,MSFT,financial modeling prep
140,140,2023-08-04 13:40:00,332.215,331.99,332.215,332.19,25972,MSFT,financial modeling prep
141,141,2023-08-04 13:39:00,332.15,332.06,332.3145,332.215,18170,MSFT,financial modeling prep
142,142,2023-08-04 13:38:00,332.3,332.16,332.35,332.16,14440,MSFT,financial modeling prep
143,143,2023-08-04 13:37:00,332.31,332.26,332.44,332.26,14620,MSFT,financial modeling prep
144,144,2023-08-04 13:36:00,332.28,332.28,332.37,332.31,8178,MSFT,financial modeling prep
145,145,2023-08-04 13:35:00,332.48,332.3,332.5,332.3,18679,MSFT,financial modeling prep
146,146,2023-08-04 13:34:00,332.23,332.2,332.4394,332.4394,17451,MSFT,financial modeling prep
147,147,2023-08-04 13:33:00,332.1599,332.08,332.22,332.21,321638,MSFT,financial modeling prep
148,148,2023-08-04 13:32:00,332.32,332.09,332.3465,332.16,35008,MSFT,financial modeling prep
149,149,2023-08-04 13:31:00,332.46,332.31,332.5125,332.335,20434,MSFT,financial modeling prep
150,150,2023-08-04 13:30:00,332.32,332.21,332.46,332.46,17240,MSFT,financial modeling prep
151,151,2023-08-04 13:29:00,332.16,332.16,332.375,332.33,15635,MSFT,financial modeling prep
152,152,2023-08-04 13:28:00,332.24,332.08,332.36,332.1363,18044,MSFT,financial modeling prep
153,153,2023-08-04 13:27:00,331.9101,331.9,332.3,332.26,24090,MSFT,financial modeling prep
154,154,2023-08-04 13:26:00,332.19,331.7801,332.19,331.97,71489,MSFT,financial modeling prep
155,155,2023-08-04 13:25:00,332.62,332.1619,332.67,332.1619,82640,MSFT,financial modeling prep
156,156,2023-08-04 13:24:00,332.8,332.63,332.81,332.63,14439,MSFT,financial modeling prep
157,157,2023-08-04 13:23:00,332.71,332.68,332.8101,332.8101,16993,MSFT,financial modeling prep
158,158,2023-08-04 13:22:00,332.64,332.605,332.8188,332.7,19889,MSFT,financial modeling prep
159,159,2023-08-04 13:21:00,332.66,332.58,332.7077,332.62,32600,MSFT,financial modeling prep
160,160,2023-08-04 13:20:00,332.9746,332.7,333.0,332.7,32725,MSFT,financial modeling prep
161,161,2023-08-04 13:19:00,333.02,332.93,333.0397,332.9615,15962,MSFT,financial modeling prep
162,162,2023-08-04 13:18:00,332.89,332.8,333.04,333.04,21318,MSFT,financial modeling prep
163,163,2023-08-04 13:17:00,332.68,332.66,332.97,332.92,42493,MSFT,financial modeling prep
164,164,2023-08-04 13:16:00,332.86,332.6,332.8601,332.71,36046,MSFT,financial modeling prep
165,165,2023-08-04 13:15:00,333.04,332.84,333.06,332.8498,18545,MSFT,financial modeling prep
166,166,2023-08-04 13:14:00,332.96,332.95,333.0796,333.06,25846,MSFT,financial modeling prep
167,167,2023-08-04 13:13:00,332.95,332.91,332.97,332.97,17443,MSFT,financial modeling prep
168,168,2023-08-04 13:12:00,333.09,332.92,333.09,332.92,25349,MSFT,financial modeling prep
169,169,2023-08-04 13:11:00,333.07,333.01,333.14,333.08,15940,MSFT,financial modeling prep
170,170,2023-08-04 13:10:00,333.19,333.01,333.19,333.1,17471,MSFT,financial modeling prep
171,171,2023-08-04 13:09:00,333.02,333.015,333.22,333.2,18100,MSFT,financial modeling prep
172,172,2023-08-04 13:08:00,332.8912,332.8722,333.09,333.04,22065,MSFT,financial modeling prep
173,173,2023-08-04 13:07:00,332.955,332.85,333.05,332.9,33896,MSFT,financial modeling prep
174,174,2023-08-04 13:06:00,333.1,332.86,333.19,332.955,41074,MSFT,financial modeling prep
175,175,2023-08-04 13:05:00,333.27,333.0327,333.4,333.1199,50987,MSFT,financial modeling prep
176,176,2023-08-04 13:04:00,333.53,333.19,333.54,333.26,25452,MSFT,financial modeling prep
177,177,2023-08-04 13:03:00,333.59,333.48,333.66,333.54,21117,MSFT,financial modeling prep
178,178,2023-08-04 13:02:00,333.54,333.515,333.68,333.58,20489,MSFT,financial modeling prep
179,179,2023-08-04 13:01:00,333.87,333.5,333.88,333.52,93521,MSFT,financial modeling prep
180,180,2023-08-04 13:00:00,333.82,333.8,333.97,333.86,23912,MSFT,financial modeling prep
181,181,2023-08-04 12:59:00,333.865,333.8,333.865,333.82,25396,MSFT,financial modeling prep
182,182,2023-08-04 12:58:00,333.8703,333.8,333.885,333.845,17214,MSFT,financial modeling prep
183,183,2023-08-04 12:57:00,333.83,333.81,333.96,333.88,15116,MSFT,financial modeling prep
184,184,2023-08-04 12:56:00,333.915,333.81,333.93,333.84,13497,MSFT,financial modeling prep
185,185,2023-08-04 12:55:00,333.98,333.8763,333.98,333.91,12581,MSFT,financial modeling prep
186,186,2023-08-04 12:54:00,334.0275,333.92,334.08,333.98,18685,MSFT,financial modeling prep
187,187,2023-08-04 12:53:00,333.975,333.975,334.06,334.02,17545,MSFT,financial modeling prep
188,188,2023-08-04 12:52:00,333.935,333.9,333.975,333.9437,14187,MSFT,financial modeling prep
189,189,2023-08-04 12:51:00,333.965,333.91,334.07,333.94,14741,MSFT,financial modeling prep
190,190,2023-08-04 12:50:00,333.94,333.88,334.0206,333.99,14853,MSFT,financial modeling prep
191,191,2023-08-04 12:49:00,334.09,333.89,334.09,333.95,43840,MSFT,financial modeling prep
192,192,2023-08-04 12:48:00,334.07,334.05,334.2,334.1,27092,MSFT,financial modeling prep
193,193,2023-08-04 12:47:00,334.0408,333.97,334.11,334.0501,27320,MSFT,financial modeling prep
194,194,2023-08-04 12:46:00,334.07,333.96,334.1,334.06,22256,MSFT,financial modeling prep
195,195,2023-08-04 12:45:00,334.25,334.03,334.2999,334.085,37788,MSFT,financial modeling prep
196,196,2023-08-04 12:44:00,334.02,334.01,334.27,334.25,40651,MSFT,financial modeling prep
197,197,2023-08-04 12:43:00,333.9,333.895,334.03,334.03,42182,MSFT,financial modeling prep
198,198,2023-08-04 12:42:00,333.875,333.8299,333.91,333.89,24404,MSFT,financial modeling prep
199,199,2023-08-04 12:41:00,333.84,333.76,333.97,333.83,39629,MSFT,financial modeling prep
200,200,2023-08-04 12:40:00,333.84,333.82,333.87,333.84,17671,MSFT,financial modeling prep
201,201,2023-08-04 12:39:00,333.74,333.73,333.885,333.85,19165,MSFT,financial modeling prep
202,202,2023-08-04 12:38:00,333.79,333.7,333.92,333.75,26802,MSFT,financial modeling prep
203,203,2023-08-04 12:37:00,333.51,333.51,333.78,333.78,23282,MSFT,financial modeling prep
204,204,2023-08-04 12:36:00,333.56,333.5,333.58,333.502,41705,MSFT,financial modeling prep
205,205,2023-08-04 12:35:00,333.67,333.545,333.709,333.545,22004,MSFT,financial modeling prep
206,206,2023-08-04 12:34:00,333.67,333.57,333.69,333.66,17203,MSFT,financial modeling prep
207,207,2023-08-04 12:33:00,333.92,333.6,333.97,333.63,113032,MSFT,financial modeling prep
208,208,2023-08-04 12:32:00,333.93,333.85,333.93,333.91,46861,MSFT,financial modeling prep
209,209,2023-08-04 12:31:00,333.9174,333.85,333.95,333.93,93018,MSFT,financial modeling prep
210,210,2023-08-04 12:30:00,333.71,333.68,333.9401,333.91,52584,MSFT,financial modeling prep
211,211,2023-08-04 12:29:00,333.81,333.61,333.812,333.7,44996,MSFT,financial modeling prep
212,212,2023-08-04 12:28:00,333.86,333.78,333.93,333.8,19266,MSFT,financial modeling prep
213,213,2023-08-04 12:27:00,333.825,333.8101,333.97,333.878,40043,MSFT,financial modeling prep
214,214,2023-08-04 12:26:00,333.92,333.77,334.079,333.8,45714,MSFT,financial modeling prep
215,215,2023-08-04 12:25:00,333.55,333.54,334.02,333.91,87322,MSFT,financial modeling prep
216,216,2023-08-04 12:24:00,333.14,333.14,333.5456,333.54,43848,MSFT,financial modeling prep
217,217,2023-08-04 12:23:00,333.15,333.15,333.28,333.24,30048,MSFT,financial modeling prep
218,218,2023-08-04 12:22:00,333.11,333.08,333.22,333.17,44437,MSFT,financial modeling prep
219,219,2023-08-04 12:21:00,333.2,332.98,333.21,333.08,31298,MSFT,financial modeling prep
220,220,2023-08-04 12:20:00,333.14,333.05,333.2,333.1809,21718,MSFT,financial modeling prep
221,221,2023-08-04 12:19:00,333.01,332.95,333.25,333.13,31487,MSFT,financial modeling prep
222,222,2023-08-04 12:18:00,332.91,332.8107,333.03,332.98,26591,MSFT,financial modeling prep
223,223,2023-08-04 12:17:00,333.1,332.89,333.1,332.9299,31111,MSFT,financial modeling prep
224,224,2023-08-04 12:16:00,332.99,332.95,333.1,333.1,39339,MSFT,financial modeling prep
225,225,2023-08-04 12:15:00,332.99,332.92,333.02,332.99,20858,MSFT,financial modeling prep
226,226,2023-08-04 12:14:00,332.955,332.9284,333.16,333.01,40291,MSFT,financial modeling prep
227,227,2023-08-04 12:13:00,332.78,332.78,332.96,332.96,23884,MSFT,financial modeling prep
228,228,2023-08-04 12:12:00,332.711,332.71,332.9123,332.75,25963,MSFT,financial modeling prep
229,229,2023-08-04 12:11:00,332.73,332.63,332.7799,332.68,13639,MSFT,financial modeling prep
230,230,2023-08-04 12:10:00,332.64,332.62,332.74,332.6999,17175,MSFT,financial modeling prep
231,231,2023-08-04 12:09:00,332.6601,332.63,332.77,332.675,15351,MSFT,financial modeling prep
232,232,2023-08-04 12:08:00,332.79,332.68,332.79,332.71,29036,MSFT,financial modeling prep
233,233,2023-08-04 12:07:00,332.93,332.75,332.94,332.795,39639,MSFT,financial modeling prep
234,234,2023-08-04 12:06:00,332.89,332.8,333.01,332.9001,26170,MSFT,financial modeling prep
235,235,2023-08-04 12:05:00,333.09,332.8331,333.12,332.88,24937,MSFT,financial modeling prep
236,236,2023-08-04 12:04:00,332.96,332.88,333.17,333.1,33713,MSFT,financial modeling prep
237,237,2023-08-04 12:03:00,332.9,332.835,333.02,332.96,25321,MSFT,financial modeling prep
238,238,2023-08-04 12:02:00,333.15,332.86,333.1845,332.87,25866,MSFT,financial modeling prep
239,239,2023-08-04 12:01:00,333.18,333.11,333.26,333.14,34567,MSFT,financial modeling prep
240,240,2023-08-04 12:00:00,332.9,332.865,333.21,333.18,32831,MSFT,financial modeling prep
241,241,2023-08-04 11:59:00,332.9079,332.8701,332.98,332.89,20072,MSFT,financial modeling prep
242,242,2023-08-04 11:58:00,333.045,332.88,333.1199,332.92,19932,MSFT,financial modeling prep
243,243,2023-08-04 11:57:00,333.32,332.98,333.32,333.04,26671,MSFT,financial modeling prep
244,244,2023-08-04 11:56:00,333.1697,333.15,333.31,333.3,35943,MSFT,financial modeling prep
245,245,2023-08-04 11:55:00,333.09,333.09,333.28,333.14,19069,MSFT,financial modeling prep
246,246,2023-08-04 11:54:00,333.11,333.06,333.28,333.1,24433,MSFT,financial modeling prep
247,247,2023-08-04 11:53:00,332.83,332.83,333.14,333.0971,26334,MSFT,financial modeling prep
248,248,2023-08-04 11:52:00,333.0,332.7,333.0,332.87,33470,MSFT,financial modeling prep
249,249,2023-08-04 11:51:00,333.285,333.0,333.32,333.0,33298,MSFT,financial modeling prep
250,250,2023-08-04 11:50:00,333.06,333.06,333.35,333.29,26585,MSFT,financial modeling prep
251,251,2023-08-04 11:49:00,333.21,333.04,333.33,333.06,41668,MSFT,financial modeling prep
252,252,2023-08-04 11:48:00,333.4,333.2,333.54,333.22,57762,MSFT,financial modeling prep
253,253,2023-08-04 11:47:00,333.12,333.065,333.42,333.3987,65464,MSFT,financial modeling prep
254,254,2023-08-04 11:46:00,332.68,332.6753,333.2,333.1,66969,MSFT,financial modeling prep
255,255,2023-08-04 11:45:00,332.74,332.65,332.8999,332.66,25302,MSFT,financial modeling prep
256,256,2023-08-04 11:44:00,332.77,332.66,332.82,332.75,45195,MSFT,financial modeling prep
257,257,2023-08-04 11:43:00,332.63,332.6,332.79,332.78,32564,MSFT,financial modeling prep
258,258,2023-08-04 11:42:00,332.2101,332.2101,332.76,332.645,53008,MSFT,financial modeling prep
259,259,2023-08-04 11:41:00,332.4,332.2,332.4,332.22,27259,MSFT,financial modeling prep
260,260,2023-08-04 11:40:00,332.46,332.3801,332.4999,332.45,28597,MSFT,financial modeling prep
261,261,2023-08-04 11:39:00,332.52,332.4,332.76,332.49,25807,MSFT,financial modeling prep
262,262,2023-08-04 11:38:00,332.21,332.21,332.525,332.51,29789,MSFT,financial modeling prep
263,263,2023-08-04 11:37:00,332.68,332.2032,332.68,332.21,32047,MSFT,financial modeling prep
264,264,2023-08-04 11:36:00,332.6684,332.6684,333.0,332.68,33890,MSFT,financial modeling prep
265,265,2023-08-04 11:35:00,332.64,332.39,332.69,332.69,55618,MSFT,financial modeling prep
266,266,2023-08-04 11:34:00,332.73,332.58,332.73,332.6314,21401,MSFT,financial modeling prep
267,267,2023-08-04 11:33:00,332.74,332.6,332.75,332.75,25173,MSFT,financial modeling prep
268,268,2023-08-04 11:32:00,332.7899,332.66,332.85,332.7199,41302,MSFT,financial modeling prep
269,269,2023-08-04 11:31:00,332.73,332.7,332.82,332.76,22164,MSFT,financial modeling prep
270,270,2023-08-04 11:30:00,332.72,332.63,332.82,332.76,34152,MSFT,financial modeling prep
271,271,2023-08-04 11:29:00,332.8,332.62,332.8,332.685,17417,MSFT,financial modeling prep
272,272,2023-08-04 11:28:00,332.69,332.64,332.8642,332.81,23891,MSFT,financial modeling prep
273,273,2023-08-04 11:27:00,332.51,332.49,332.75,332.705,26297,MSFT,financial modeling prep
274,274,2023-08-04 11:26:00,332.57,332.5083,332.6695,332.535,21222,MSFT,financial modeling prep
275,275,2023-08-04 11:25:00,332.58,332.54,332.7,332.585,24225,MSFT,financial modeling prep
276,276,2023-08-04 11:24:00,332.41,332.36,332.62,332.56,22381,MSFT,financial modeling prep
277,277,2023-08-04 11:23:00,332.67,332.415,332.79,332.449,36382,MSFT,financial modeling prep
278,278,2023-08-04 11:22:00,332.43,332.39,332.7,332.68,43990,MSFT,financial modeling prep
279,279,2023-08-04 11:21:00,332.375,332.26,332.48,332.45,27170,MSFT,financial modeling prep
280,280,2023-08-04 11:20:00,332.295,332.145,332.4,332.36,38049,MSFT,financial modeling prep
281,281,2023-08-04 11:19:00,332.14,332.11,332.29,332.285,37943,MSFT,financial modeling prep
282,282,2023-08-04 11:18:00,332.4,332.12,332.4,332.12,34482,MSFT,financial modeling prep
283,283,2023-08-04 11:17:00,332.53,332.425,332.66,332.425,27194,MSFT,financial modeling prep
284,284,2023-08-04 11:16:00,332.47,332.46,332.64,332.545,24293,MSFT,financial modeling prep
285,285,2023-08-04 11:15:00,332.32,332.3175,332.59,332.46,26530,MSFT,financial modeling prep
286,286,2023-08-04 11:14:00,332.32,332.29,332.4273,332.32,23342,MSFT,financial modeling prep
287,287,2023-08-04 11:13:00,332.42,332.29,332.4848,332.35,25742,MSFT,financial modeling prep
288,288,2023-08-04 11:12:00,332.595,332.3,332.595,332.405,40007,MSFT,financial modeling prep
289,289,2023-08-04 11:11:00,332.81,332.58,332.86,332.61,26370,MSFT,financial modeling prep
290,290,2023-08-04 11:10:00,332.83,332.79,332.9564,332.8,52965,MSFT,financial modeling prep
291,291,2023-08-04 11:09:00,332.82,332.64,332.86,332.8,37184,MSFT,financial modeling prep
292,292,2023-08-04 11:08:00,332.67,332.53,332.82,332.81,37634,MSFT,financial modeling prep
293,293,2023-08-04 11:07:00,332.42,332.385,332.65,332.65,37674,MSFT,financial modeling prep
294,294,2023-08-04 11:06:00,332.47,332.35,332.6,332.41,63799,MSFT,financial modeling prep
295,295,2023-08-04 11:05:00,332.37,332.125,332.41,332.41,29121,MSFT,financial modeling prep
296,296,2023-08-04 11:04:00,332.3475,332.25,332.455,332.37,36556,MSFT,financial modeling prep
297,297,2023-08-04 11:03:00,332.16,332.1,332.38,332.38,34655,MSFT,financial modeling prep
298,298,2023-08-04 11:02:00,332.04,331.99,332.25,332.18,35772,MSFT,financial modeling prep
299,299,2023-08-04 11:01:00,331.8701,331.85,332.13,332.0799,40714,MSFT,financial modeling prep
300,300,2023-08-04 11:00:00,331.78,331.55,331.8908,331.88,27220,MSFT,financial modeling prep
301,301,2023-08-04 10:59:00,331.43,331.41,331.81,331.74,36094,MSFT,financial modeling prep
302,302,2023-08-04 10:58:00,331.51,331.4,331.55,331.45,35846,MSFT,financial modeling prep
303,303,2023-08-04 10:57:00,331.8,331.49,331.815,331.51,29105,MSFT,financial modeling prep
304,304,2023-08-04 10:56:00,332.06,331.775,332.07,331.8,35403,MSFT,financial modeling prep
305,305,2023-08-04 10:55:00,331.95,331.87,332.08,332.07,58593,MSFT,financial modeling prep
306,306,2023-08-04 10:54:00,331.79,331.715,331.97,331.93,41182,MSFT,financial modeling prep
307,307,2023-08-04 10:53:00,331.47,331.47,331.8,331.8,30366,MSFT,financial modeling prep
308,308,2023-08-04 10:52:00,331.29,331.29,331.55,331.45,26659,MSFT,financial modeling prep
309,309,2023-08-04 10:51:00,331.24,331.21,331.37,331.2568,37553,MSFT,financial modeling prep
310,310,2023-08-04 10:50:00,331.34,331.22,331.3999,331.2401,42698,MSFT,financial modeling prep
311,311,2023-08-04 10:49:00,331.48,331.36,331.62,331.36,21762,MSFT,financial modeling prep
312,312,2023-08-04 10:48:00,331.87,331.41,331.9147,331.465,41208,MSFT,financial modeling prep
313,313,2023-08-04 10:47:00,331.52,331.51,331.89,331.88,36894,MSFT,financial modeling prep
314,314,2023-08-04 10:46:00,331.4,331.31,331.58,331.53,55846,MSFT,financial modeling prep
315,315,2023-08-04 10:45:00,331.4276,331.355,331.63,331.39,39657,MSFT,financial modeling prep
316,316,2023-08-04 10:44:00,331.17,331.15,331.45,331.41,32458,MSFT,financial modeling prep
317,317,2023-08-04 10:43:00,331.15,331.07,331.36,331.16,38337,MSFT,financial modeling prep
318,318,2023-08-04 10:42:00,331.5,331.0,331.59,331.19,53960,MSFT,financial modeling prep
319,319,2023-08-04 10:41:00,331.64,331.42,331.7134,331.5,38861,MSFT,financial modeling prep
320,320,2023-08-04 10:40:00,331.6,331.5,331.78,331.62,44700,MSFT,financial modeling prep
321,321,2023-08-04 10:39:00,331.86,331.59,331.91,331.59,33248,MSFT,financial modeling prep
322,322,2023-08-04 10:38:00,331.99,331.7615,332.07,331.835,30234,MSFT,financial modeling prep
323,323,2023-08-04 10:37:00,332.1,331.895,332.1063,331.985,51586,MSFT,financial modeling prep
324,324,2023-08-04 10:36:00,332.0542,332.0,332.14,332.065,45627,MSFT,financial modeling prep
325,325,2023-08-04 10:35:00,332.27,332.0617,332.4299,332.0617,53503,MSFT,financial modeling prep
326,326,2023-08-04 10:34:00,332.1499,332.12,332.4099,332.2401,53076,MSFT,financial modeling prep
327,327,2023-08-04 10:33:00,332.02,331.845,332.15,332.05,57846,MSFT,financial modeling prep
328,328,2023-08-04 10:32:00,331.55,331.496,332.16,332.01,94435,MSFT,financial modeling prep
329,329,2023-08-04 10:31:00,331.16,331.07,331.67,331.52,70439,MSFT,financial modeling prep
330,330,2023-08-04 10:30:00,331.1399,331.05,331.31,331.16,68358,MSFT,financial modeling prep
331,331,2023-08-04 10:29:00,330.84,330.625,331.18,331.07,41111,MSFT,financial modeling prep
332,332,2023-08-04 10:28:00,330.85,330.6272,330.88,330.8,47276,MSFT,financial modeling prep
333,333,2023-08-04 10:27:00,330.8741,330.7,330.94,330.85,28922,MSFT,financial modeling prep
334,334,2023-08-04 10:26:00,330.975,330.812,331.12,330.88,49426,MSFT,financial modeling prep
335,335,2023-08-04 10:25:00,331.32,330.87,331.32,330.965,61594,MSFT,financial modeling prep
336,336,2023-08-04 10:24:00,330.85,330.79,331.3636,331.35,60545,MSFT,financial modeling prep
337,337,2023-08-04 10:23:00,330.85,330.63,330.9599,330.87,41249,MSFT,financial modeling prep
338,338,2023-08-04 10:22:00,330.58,330.25,330.81,330.81,40303,MSFT,financial modeling prep
339,339,2023-08-04 10:21:00,330.86,330.44,330.87,330.58,50208,MSFT,financial modeling prep
340,340,2023-08-04 10:20:00,331.02,330.85,331.15,330.85,55742,MSFT,financial modeling prep
341,341,2023-08-04 10:19:00,330.625,330.6,331.03,330.96,88551,MSFT,financial modeling prep
342,342,2023-08-04 10:18:00,330.56,330.43,330.7099,330.62,28264,MSFT,financial modeling prep
343,343,2023-08-04 10:17:00,330.3262,330.3201,330.629,330.5,30404,MSFT,financial modeling prep
344,344,2023-08-04 10:16:00,330.1,330.1,330.6,330.32,49745,MSFT,financial modeling prep
345,345,2023-08-04 10:15:00,330.64,329.83,330.67,330.14,61062,MSFT,financial modeling prep
346,346,2023-08-04 10:14:00,330.66,330.6,330.8799,330.6696,45527,MSFT,financial modeling prep
347,347,2023-08-04 10:13:00,330.9299,330.6,330.94,330.66,51402,MSFT,financial modeling prep
348,348,2023-08-04 10:12:00,330.53,330.44,330.96,330.9297,94594,MSFT,financial modeling prep
349,349,2023-08-04 10:11:00,330.3662,330.3,330.7,330.56,54827,MSFT,financial modeling prep
350,350,2023-08-04 10:10:00,329.56,329.5575,330.63,330.3455,84543,MSFT,financial modeling prep
351,351,2023-08-04 10:09:00,329.25,329.08,329.6,329.57,90449,MSFT,financial modeling prep
352,352,2023-08-04 10:08:00,329.15,329.08,329.56,329.33,137929,MSFT,financial modeling prep
353,353,2023-08-04 10:07:00,329.275,328.975,329.5635,329.11,95584,MSFT,financial modeling prep
354,354,2023-08-04 10:06:00,329.51,329.13,329.575,329.22,61305,MSFT,financial modeling prep
355,355,2023-08-04 10:05:00,330.09,329.4201,330.155,329.485,84752,MSFT,financial modeling prep
356,356,2023-08-04 10:04:00,330.07,329.85,330.3599,330.07,67066,MSFT,financial modeling prep
357,357,2023-08-04 10:03:00,330.29,329.92,330.41,330.1162,65704,MSFT,financial modeling prep
358,358,2023-08-04 10:02:00,330.37,330.07,330.57,330.31,58841,MSFT,financial modeling prep
359,359,2023-08-04 10:01:00,330.53,330.42,331.07,330.4319,91527,MSFT,financial modeling prep
360,360,2023-08-04 10:00:00,330.474,330.15,330.74,330.6,61620,MSFT,financial modeling prep
361,361,2023-08-04 09:59:00,330.75,330.316,330.79,330.5081,49531,MSFT,financial modeling prep
362,362,2023-08-04 09:58:00,330.603,330.4285,330.99,330.75,93855,MSFT,financial modeling prep
363,363,2023-08-04 09:57:00,330.02,329.83,330.5933,330.5933,122539,MSFT,financial modeling prep
364,364,2023-08-04 09:56:00,330.505,330.0201,330.67,330.06,100300,MSFT,financial modeling prep
365,365,2023-08-04 09:55:00,330.41,330.15,330.74,330.51,121316,MSFT,financial modeling prep
366,366,2023-08-04 09:54:00,330.82,330.38,330.9799,330.39,95725,MSFT,financial modeling prep
367,367,2023-08-04 09:53:00,331.275,330.56,331.41,330.7877,110007,MSFT,financial modeling prep
368,368,2023-08-04 09:52:00,331.395,330.93,331.41,331.29,99077,MSFT,financial modeling prep
369,369,2023-08-04 09:51:00,332.25,330.87,332.31,331.43,132595,MSFT,financial modeling prep
370,370,2023-08-04 09:50:00,332.99,332.12,333.06,332.19,63071,MSFT,financial modeling prep
371,371,2023-08-04 09:49:00,332.4078,332.12,333.07,332.9499,184720,MSFT,financial modeling prep
372,372,2023-08-04 09:48:00,332.625,332.3,332.81,332.38,83478,MSFT,financial modeling prep
373,373,2023-08-04 09:47:00,332.7201,332.34,332.96,332.63,135966,MSFT,financial modeling prep
374,374,2023-08-04 09:46:00,332.36,332.32,332.83,332.71,124318,MSFT,financial modeling prep
375,375,2023-08-04 09:45:00,331.935,331.86,332.3976,332.38,111685,MSFT,financial modeling prep
376,376,2023-08-04 09:44:00,332.8681,331.73,332.8681,331.96,105388,MSFT,financial modeling prep
377,377,2023-08-04 09:43:00,332.76,332.42,332.93,332.86,130450,MSFT,financial modeling prep
378,378,2023-08-04 09:42:00,332.53,332.47,333.04,332.76,204626,MSFT,financial modeling prep
379,379,2023-08-04 09:41:00,333.37,332.45,333.37,332.51,155931,MSFT,financial modeling prep
380,380,2023-08-04 09:40:00,333.96,333.39,334.0,333.3974,130149,MSFT,financial modeling prep
381,381,2023-08-04 09:39:00,333.805,333.76,334.38,333.995,176008,MSFT,financial modeling prep
382,382,2023-08-04 09:38:00,334.83,333.76,334.92,333.7966,204585,MSFT,financial modeling prep
383,383,2023-08-04 09:37:00,334.955,334.36,335.14,334.83,186871,MSFT,financial modeling prep
384,384,2023-08-04 09:36:00,334.17,334.02,335.13,334.97,337075,MSFT,financial modeling prep
385,385,2023-08-04 09:35:00,333.955,333.71,334.39,334.17,276486,MSFT,financial modeling prep
386,386,2023-08-04 09:34:00,333.966,333.53,334.22,333.95,269080,MSFT,financial modeling prep
387,387,2023-08-04 09:33:00,333.21,333.15,334.12,333.96,301259,MSFT,financial modeling prep
388,388,2023-08-04 09:32:00,332.19,332.08,333.29,333.18,263386,MSFT,financial modeling prep
389,389,2023-08-04 09:31:00,332.44,332.19,332.76,332.19,329894,MSFT,financial modeling prep
390,390,2023-08-04 09:30:00,331.88,331.68,332.5,332.43,586916,MSFT,financial modeling prep
391,391,2023-08-03 16:00:00,326.66,326.56,326.78,326.56,429394,MSFT,financial modeling prep
392,392,2023-08-03 15:59:00,327.45,326.58,327.45,326.64,555988,MSFT,financial modeling prep
393,393,2023-08-03 15:58:00,327.48,327.4262,327.63,327.46,112487,MSFT,financial modeling prep
394,394,2023-08-03 15:57:00,327.35,327.23,327.51,327.46,98695,MSFT,financial modeling prep
395,395,2023-08-03 15:56:00,327.41,327.32,327.45,327.34,58578,MSFT,financial modeling prep
396,396,2023-08-03 15:55:00,327.22,327.2,327.46,327.41,101776,MSFT,financial modeling prep
397,397,2023-08-03 15:54:00,327.36,327.19,327.47,327.21,84667,MSFT,financial modeling prep
398,398,2023-08-03 15:53:00,327.32,327.21,327.38,327.38,61426,MSFT,financial modeling prep
399,399,2023-08-03 15:52:00,327.29,327.07,327.32,327.32,48100,MSFT,financial modeling prep
400,400,2023-08-03 15:51:00,327.1,327.08,327.33,327.3,42954,MSFT,financial modeling prep
401,401,2023-08-03 15:50:00,327.15,327.04,327.32,327.12,46712,MSFT,financial modeling prep
402,402,2023-08-03 15:49:00,327.13,327.07,327.14,327.125,22352,MSFT,financial modeling prep
403,403,2023-08-03 15:48:00,327.2,327.08,327.2,327.12,25950,MSFT,financial modeling prep
404,404,2023-08-03 15:47:00,327.17,327.03,327.24,327.22,26733,MSFT,financial modeling prep
405,405,2023-08-03 15:46:00,327.27,327.14,327.27,327.152,22640,MSFT,financial modeling prep
406,406,2023-08-03 15:45:00,327.02,327.02,327.26,327.26,33465,MSFT,financial modeling prep
407,407,2023-08-03 15:44:00,327.01,326.96,327.1,327.045,34445,MSFT,financial modeling prep
408,408,2023-08-03 15:43:00,327.1356,327.03,327.1748,327.04,21717,MSFT,financial modeling prep
