,date,open,high,low,close,adj_close,volume,symbol,dividend,stock_split,vendor_name
0,2021-03-25,9.949999809265137,9.949999809265137,9.520000457763672,9.869999885559082,9.869999885559082,117100,AAC,,,yahoo finance
1,2021-03-26,9.850000381469727,9.960000038146973,9.75,9.960000038146973,9.960000038146973,158300,AAC,,,yahoo finance
2,2021-03-29,9.699999809265137,9.902000427246094,9.5,9.779999732971191,9.779999732971191,53600,AAC,,,yahoo finance
3,2021-03-30,9.800000190734863,9.850000381469727,9.800000190734863,9.829999923706055,9.829999923706055,52300,AAC,,,yahoo finance
4,2021-03-31,9.75,9.899999618530273,9.75,9.899999618530273,9.899999618530273,78600,AAC,,,yahoo finance
5,2021-04-01,9.979999542236328,9.979999542236328,9.739999771118164,9.770000457763672,9.770000457763672,151900,AAC,,,yahoo finance
6,2021-04-05,9.819999694824219,10.0,9.8100004196167,10.0,10.0,208100,AAC,,,yahoo finance
7,2021-04-06,9.859999656677246,9.869999885559082,9.800000190734863,9.850000381469727,9.850000381469727,242900,AAC,,,yahoo finance
8,2021-04-07,9.869999885559082,9.869999885559082,9.770000457763672,9.859999656677246,9.859999656677246,250200,AAC,,,yahoo finance
9,2021-04-08,9.829999923706055,9.920000076293945,9.8100004196167,9.890000343322754,9.890000343322754,59800,AAC,,,yahoo finance
10,2021-04-09,9.866000175476074,9.888999938964844,9.84000015258789,9.875,9.875,18400,AAC,,,yahoo finance
11,2021-04-12,9.880000114440918,9.949999809265137,9.880000114440918,9.949999809265137,9.949999809265137,20200,AAC,,,yahoo finance
12,2021-04-13,9.989999771118164,9.989999771118164,9.899999618530273,9.90999984741211,9.90999984741211,126600,AAC,,,yahoo finance
13,2021-04-14,9.90999984741211,9.930000305175781,9.890000343322754,9.899999618530273,9.899999618530273,458400,AAC,,,yahoo finance
14,2021-04-15,9.899999618530273,9.920000076293945,9.819999694824219,9.869999885559082,9.869999885559082,251400,AAC,,,yahoo finance
15,2021-04-16,9.90999984741211,9.90999984741211,9.829999923706055,9.829999923706055,9.829999923706055,29200,AAC,,,yahoo finance
16,2021-04-19,9.850000381469727,9.864999771118164,9.800000190734863,9.84000015258789,9.84000015258789,438100,AAC,,,yahoo finance
17,2021-04-20,10.0,10.0,9.739999771118164,9.8100004196167,9.8100004196167,165100,AAC,,,yahoo finance
18,2021-04-21,9.800000190734863,9.8100004196167,9.770000457763672,9.800000190734863,9.800000190734863,342800,AAC,,,yahoo finance
19,2021-04-22,9.779999732971191,9.819999694824219,9.779999732971191,9.800000190734863,9.800000190734863,69200,AAC,,,yahoo finance
20,2021-04-23,9.800000190734863,9.8100004196167,9.789999961853027,9.8100004196167,9.8100004196167,195300,AAC,,,yahoo finance
21,2021-04-26,9.789999961853027,9.859999656677246,9.779999732971191,9.800000190734863,9.800000190734863,86100,AAC,,,yahoo finance
22,2021-04-27,9.84000015258789,9.869000434875488,9.791000366210938,9.800000190734863,9.800000190734863,109500,AAC,,,yahoo finance
23,2021-04-28,9.84000015258789,9.84000015258789,9.789999961853027,9.800000190734863,9.800000190734863,139800,AAC,,,yahoo finance
24,2021-04-29,9.8100004196167,9.859999656677246,9.805000305175781,9.819999694824219,9.819999694824219,58500,AAC,,,yahoo finance
25,2021-04-30,9.8100004196167,9.869999885559082,9.75,9.829999923706055,9.829999923706055,901500,AAC,,,yahoo finance
26,2021-05-03,9.869999885559082,9.869999885559082,9.800000190734863,9.8100004196167,9.8100004196167,2208200,AAC,,,yahoo finance
27,2021-05-04,9.829999923706055,9.848999977111816,9.8100004196167,9.829999923706055,9.829999923706055,406200,AAC,,,yahoo finance
28,2021-05-05,9.829999923706055,9.850000381469727,9.819999694824219,9.829999923706055,9.829999923706055,64700,AAC,,,yahoo finance
29,2021-05-06,9.819999694824219,9.859999656677246,9.800000190734863,9.8100004196167,9.8100004196167,340400,AAC,,,yahoo finance
30,2021-05-07,9.8100004196167,9.859999656677246,9.800000190734863,9.824999809265137,9.824999809265137,95800,AAC,,,yahoo finance
31,2021-05-10,9.880000114440918,9.880000114440918,9.819999694824219,9.859999656677246,9.859999656677246,76100,AAC,,,yahoo finance
32,2021-05-11,9.8100004196167,9.859999656677246,9.779999732971191,9.84000015258789,9.84000015258789,594500,AAC,,,yahoo finance
33,2021-05-12,9.84000015258789,9.895000457763672,9.829999923706055,9.880000114440918,9.880000114440918,1527500,AAC,,,yahoo finance
34,2021-05-13,9.819999694824219,9.890000343322754,9.789999961853027,9.789999961853027,9.789999961853027,377600,AAC,,,yahoo finance
35,2021-05-14,9.819999694824219,9.829999923706055,9.760000228881836,9.819999694824219,9.819999694824219,165500,AAC,,,yahoo finance
36,2021-05-17,9.819999694824219,9.819999694824219,9.760000228881836,9.760000228881836,9.760000228881836,71500,AAC,,,yahoo finance
37,2021-05-18,9.760000228881836,9.789999961853027,9.75,9.770000457763672,9.770000457763672,529800,AAC,,,yahoo finance
38,2021-05-19,9.779999732971191,9.819999694824219,9.75,9.789999961853027,9.789999961853027,592200,AAC,,,yahoo finance
39,2021-05-20,9.779999732971191,9.800000190734863,9.770000457763672,9.770000457763672,9.770000457763672,53500,AAC,,,yahoo finance
40,2021-05-21,9.789999961853027,9.789999961853027,9.779999732971191,9.779999732971191,9.779999732971191,391900,AAC,,,yahoo finance
41,2021-05-24,9.760000228881836,9.819999694824219,9.760000228881836,9.800000190734863,9.800000190734863,36600,AAC,,,yahoo finance
42,2021-05-25,9.800000190734863,9.859999656677246,9.789999961853027,9.8100004196167,9.8100004196167,59400,AAC,,,yahoo finance
43,2021-05-26,9.800000190734863,9.854999542236328,9.779999732971191,9.819999694824219,9.819999694824219,226700,AAC,,,yahoo finance
44,2021-05-27,9.829999923706055,9.854999542236328,9.8100004196167,9.850000381469727,9.850000381469727,84300,AAC,,,yahoo finance
45,2021-05-28,9.829999923706055,9.84000015258789,9.770000457763672,9.770000457763672,9.770000457763672,29600,AAC,,,yahoo finance
46,2021-06-01,9.770000457763672,9.859999656677246,9.760000228881836,9.819999694824219,9.819999694824219,1352500,AAC,,,yahoo finance
47,2021-06-02,9.819999694824219,9.859999656677246,9.789999961853027,9.789999961853027,9.789999961853027,673100,AAC,,,yahoo finance
48,2021-06-03,9.819999694824219,9.850000381469727,9.800000190734863,9.850000381469727,9.850000381469727,183700,AAC,,,yahoo finance
49,2021-06-04,9.850000381469727,9.850000381469727,9.770000457763672,9.770000457763672,9.770000457763672,53900,AAC,,,yahoo finance
50,2021-06-07,9.8100004196167,9.819999694824219,9.770000457763672,9.779999732971191,9.779999732971191,1878500,AAC,,,yahoo finance
51,2021-06-08,9.800000190734863,9.84000015258789,9.770000457763672,9.8100004196167,9.8100004196167,498400,AAC,,,yahoo finance
52,2021-06-09,9.8100004196167,9.829999923706055,9.777999877929688,9.779999732971191,9.779999732971191,214000,AAC,,,yahoo finance
53,2021-06-10,9.789999961853027,9.819999694824219,9.770000457763672,9.789999961853027,9.789999961853027,45500,AAC,,,yahoo finance
54,2021-06-11,9.819999694824219,9.819999694824219,9.789999961853027,9.800000190734863,9.800000190734863,22100,AAC,,,yahoo finance
55,2021-06-14,9.8100004196167,9.8100004196167,9.777999877929688,9.789999961853027,9.789999961853027,49600,AAC,,,yahoo finance
56,2021-06-15,9.789999961853027,9.819999694824219,9.779999732971191,9.800000190734863,9.800000190734863,53300,AAC,,,yahoo finance
57,2021-06-16,9.789999961853027,9.800000190734863,9.760000228881836,9.760000228881836,9.760000228881836,116700,AAC,,,yahoo finance
58,2021-06-17,9.760000228881836,9.770000457763672,9.75,9.760000228881836,9.760000228881836,18200,AAC,,,yahoo finance
