TIME,united_states
2006-01-01,55.8028846293867
2007-01-01,39.3245457151014
2008-01-01,37.9220600579706
2009-01-01,50.3047314333465
2010-01-01,41.8275822176401
2011-01-01,38.2531597881553
2012-01-01,34.8855607609258
2013-01-01,28.8647499093217
2014-01-01,34.8671200449052
2015-01-01,34.6936462814797
2016-01-01,29.7205661181863
2017-01-01,38.6535016762403
2018-01-01,31.3816089214947
2019-01-01,36.277444009879
2020-01-01,46.4917090465757
2021-01-01,40.4625220436663
2022-01-01,31.024155522486
